,name,review_count,rating,price,phone,display_phone,distance,lat,lng,zipcode,city,Median Home Value,Median Household Income,Population Density
355,Bangin Buns,903,4.0,$$,+18187914433,(818) 791-4433,17497.79051395927,34.2007353,-118.4101658,91605,North Hollywood,339100.0,43301.0,10312.0
356,Merci Clement Truck,31,4.5,$,+15622698542,(562) 269-8542,7651.685181616976,34.049423190418,-118.239630887237,90001,Los Angeles,249600.0,35097.0,16306.0
357,sushi burrito,2,2.0,$,,,12745.884843380787,34.16663,-118.38084,91601,Los Angeles,464200.0,48638.0,14028.0
359,Quesadillas jajaja,11,4.5,$$,+13236080294,(323) 608-0294,8394.14108562193,34.0300124,-118.238627,90021,Los Angeles,444000.0,13415.0,1908.0
360,Da Burger Boss - Truck,45,4.0,$,,,11247.440856710753,34.15516,-118.34302,91505,Los Angeles,530600.0,77378.0,6106.0
361,Brazilarica,2,3.5,$$,+13104339084,(310) 433-9084,12305.625781423201,33.97934,-118.24968,90001,Los Angeles,249600.0,35097.0,16306.0
362,Hide Away Cafe Mexican Grill,19,4.5,$,+18183579808,(818) 357-9808,24989.966184083925,34.282109,-118.372847,91342,Los Angeles,322400.0,59329.0,1665.0
363,Tacos 1986,493,4.0,$,+12139887202,(213) 988-7202,6678.33609472028,34.0458186,-118.2514334,90014,Los Angeles,345200.0,16551.0,24737.0
364,Guisados,2131,4.5,$,+12132507600,(213) 250-7600,6604.197846892978,34.0702395145121,-118.250448424643,90026,Los Angeles,551500.0,44327.0,16063.0
365,Best Fish Taco In Ensenada,2189,4.0,$,+13234665552,(323) 466-5552,5401.805241378904,34.1010002,-118.2872851,90027,Los Angeles,793200.0,47993.0,5464.0
366,Keep On Grubbin,6,4.5,$$,,,29094.72854986274,34.265007,-118.5200577,91344,Los Angeles,449600.0,77604.0,3153.0
367,Black Flour,18,4.5,$,+14243830831,(424) 383-0831,20186.845381072442,33.8931091185564,-118.402927145362,90266,Manhattan Beach,1000001.0,139259.0,8926.0
368,Chefs on fire,6,5.0,$,+18184194151,(818) 419-4151,28375.96748240244,34.2929472,-118.4515462,91606,Los Angeles,363400.0,42521.0,13491.0
369,Baby Lobster,51,3.0,$$,+12137470605,(213) 747-0605,6687.350021524503,34.038311,-118.2542496,90015,Los Angeles,429100.0,27393.0,11100.0
370,La Golondrina,61,4.5,$,+16262608270,(626) 260-8270,13656.57600030585,34.0868583200525,-118.176323681713,90032,Los Angeles,325100.0,46508.0,9604.0
371,Speedy Dogs Hot Dogs,18,5.0,$,+15623032072,(562) 303-2072,27849.266688555435,33.9069786071777,-118.08292388916,90650,Norwalk,315500.0,60770.0,10761.0
372,Rock & Rock Food Truck,8,4.0,$$,+12133921301,(213) 392-1301,16645.936382228283,34.0626945495605,-118.129096984863,91754,Monterey Park,488100.0,57630.0,7224.0
373,Tacos Fiesta L A,35,5.0,$,+19194231043,(919) 423-1043,12094.957842075184,34.1649704928219,-118.362230993807,91601,North Hollywood,464200.0,48638.0,14028.0
374,GerManLicious Truck,2,3.5,$,,,4485.8864128849245,34.0388,-118.281203,90015,Los Angeles,429100.0,27393.0,11100.0
375,Cheezus,46,3.5,$$,,,8272.065794361417,34.03152,-118.23649,90021,Los Angeles,444000.0,13415.0,1908.0
376,Matt's Coffee Express,18,4.5,$$,+18053773630,(805) 377-3630,2621.2715157210346,34.0837472012297,-118.331095576286,93010,Camarillo,474600.0,85479.0,1938.0
377,la juice truck,4,3.5,$$,,,6993.988214387301,34.0337199392508,-118.253321228891,90021,Los Angeles,444000.0,13415.0,1908.0
378,Tu Madre - Westwood,1215,3.5,$,+14248327092,(424) 832-7092,10597.300569872106,34.04738,-118.435126,90025,Los Angeles,669100.0,73478.0,16402.0
379,Huitlacoche,103,4.5,$,+13233810688,(323) 381-0688,2171.6325240364677,34.0607156,-118.3449314,90017,Los Angeles,417600.0,21030.0,32725.0
380,Valentino's Tacos,4,4.5,$$,+13108895089,(310) 889-5089,17830.071574747246,33.9011116027832,-118.331428527832,90291,Los Angeles,992700.0,79736.0,11359.0
381,Antojitos Mexicanos Truck,16,4.0,$,,,2898.2969552717977,34.0698202501861,-118.291526053448,90004,Los Angeles,776300.0,37976.0,20400.0
382,Noemi & Fita,1,4.0,$,+13233137802,(323) 313-7802,5275.081534629218,34.0531566739082,-118.265101835132,90017,Los Angeles,417600.0,21030.0,32725.0
383,El Ultimo Tren,18,5.0,$,+12139152916,(213) 915-2916,6545.469493687805,34.059319,-118.250379,90012,Los Angeles,394500.0,28879.0,9618.0
384,Angel's Tijuana Tacos,181,4.0,$,,,14191.8868707687,34.1826452825563,-118.370226658881,91606,North Hollywood,363400.0,42521.0,13491.0
385,El Taco Feliz,39,4.5,$,+13234945478,(323) 494-5478,9216.119424594337,34.1073546687631,-118.237945474684,90065,Los Angeles,453400.0,53635.0,8625.0
386,Ho-Lee Chow,19,3.5,$,+13102040477,(310) 204-0477,7599.954942427778,34.02145,-118.39476,90232,Culver City,722200.0,73103.0,7193.0
387,G's Taco Spot on Wheels,49,3.5,$,+13109547256,(310) 954-7256,9393.44142998649,33.9909416,-118.2654946,90011,Los Angeles,269300.0,30171.0,24240.0
388,La FOnda Mexican Food,27,4.0,$,,,22036.09524988578,34.2595756455679,-118.310909996502,91040,Los Angeles,414200.0,69312.0,2484.0
389,Wurstküche,8414,4.0,$$,+12136874444,(213) 687-4444,8058.966046339442,34.0456047058105,-118.236061096191,90013,Los Angeles,312200.0,20271.0,17546.0
390,Papas Tacos,10,4.5,$,,,21495.35924793369,34.2005925597299,-118.48367806524,91406,Los Angeles,361600.0,49231.0,6340.0
391,Michexgod,43,4.5,$$,+18187448097,(818) 744-8097,29859.787569259755,34.30814,-118.450012,91342,Sylmar,322400.0,59329.0,1665.0
392,Vchos Truck,293,3.5,$,+13232839558,(323) 283-9558,1151.448623926047,34.061603,-118.312405,90010,Los Angeles,514300.0,51359.0,8309.0
393,Tacos al Vapor Los Originales,4,5.0,$,+18184702115,(818) 470-2115,18130.89125450271,34.185396,-118.449557,91411,Los Angeles,456400.0,44570.0,12059.0
394,El Cartel,548,4.0,$,+13239311281,(323) 931-1281,2529.2225545505703,34.0625121510041,-118.348814569312,90036,Los Angeles,945000.0,71589.0,14922.0
395,Tacos Las Gueras,9,4.5,$,+15625692486,(562) 569-2486,11486.71559527925,33.982707,-118.240875,90001,Los Angeles,249600.0,35097.0,16306.0
396,Arandinos Tacos El Patron,247,4.5,$,,,21204.613999732304,34.0802062,-118.0925122,91776,San Gabriel,482700.0,47368.0,11300.0
397,Ice Cream Roll,8,4.5,$,+13235788811,(323) 578-8811,4594.372867214332,34.1016299248973,-118.333691404536,90028,Los Angeles,593900.0,30953.0,18838.0
398,The Original Doner Kebab,1,3.0,$$,+13233085345,(323) 308-5345,11476.410034219292,34.0636503468884,-118.445941396058,90024,Los Angeles,963400.0,54373.0,16154.0
399,"CreAsian Food, Inc.",8,4.5,$$,,,14026.23329193708,34.0299683,-118.4687729,90404,Santa Monica,622000.0,59695.0,10723.0
400,M & M Food Truck,1,1.0,$$,+12138357016,(213) 835-7016,7150.1508192250685,34.067569732666,-118.240287780762,90012,Los Angeles,394500.0,28879.0,9618.0
401,Street Food Tuesdays,62,4.0,$$,+17143830414,(714) 383-0414,37095.36153237464,33.83073,-118.03079,90630,Cypress,494900.0,78745.0,7835.0
402,The Deli Doctor,265,2.0,$$,+13103218714,(310) 321-8714,5580.8995529348895,34.0387725830078,-118.26114654541,90015,Los Angeles,429100.0,27393.0,11100.0
403,TLT Food,1236,4.0,$$,+13104434433,(310) 443-4433,11394.08236101248,34.0604028405844,-118.445061835982,90024,Los Angeles,963400.0,54373.0,16154.0
404,Adelita Catering,2,5.0,$,,,8401.25953713628,34.0309258,-118.2380432,90021,Los Angeles,444000.0,13415.0,1908.0
405,Monster Tacos,73,3.0,$$,+13233211018,(323) 321-1018,10877.252046651261,34.12042,-118.22701,90065,Los Angeles,453400.0,53635.0,8625.0
406,Food Travelers,7,4.5,$$,+14243673663,(424) 367-3663,15035.81463869359,33.97601,-118.45908,90292,Marina del Rey,703200.0,100441.0,10583.0
407,Food Truck Thursday,49,4.5,$$,,,48270.75718753145,33.727086,-117.988042,92647,Huntington Beach,593500.0,75599.0,7387.0
408,Mojica Taco Truck,27,4.0,$,,,14198.244535207867,34.0770942304532,-118.16837567836,90032,Los Angeles,325100.0,46508.0,9604.0
409,Tacos Al Vapor,3,5.0,$,,,13742.73051472172,33.961971282959,-118.396644592285,90006,Westchester,392100.0,30961.0,30829.0
410,Tacos Tuzo,26,4.5,$,+13105706052,(310) 570-6052,16668.128854924824,34.01758,-118.49414,90401,Santa Monica,676800.0,62794.0,7917.0
411,Tacos Por Favor,1547,4.0,$,+13103925768,(310) 392-5768,15362.500497976147,34.019676,-118.480252,90404,Santa Monica,622000.0,59695.0,10723.0
412,The Great American Fries,60,4.5,$,,,16930.60480734857,34.0113662,-118.4946398,90401,Santa Monica,676800.0,62794.0,7917.0
413,Fire Hook Taco Truck,14,3.0,$,+16265435119,(626) 543-5119,11416.319243928954,34.0625709029135,-118.44532285664,90024,Los Angeles,963400.0,54373.0,16154.0
414,Mariscos El Sabroso,61,4.5,$,,,13344.565379512693,33.9528170404488,-118.382548436249,90045,Westchester,661700.0,77893.0,3681.0
415,Uncle Johnny's Burgers,81,5.0,$$,+18184626535,(818) 462-6535,9449.65645653703,34.130508,-118.261388,91304,Los Angeles,442900.0,58889.0,5341.0
416,Tacos Tamix,75,4.5,$,+13237435206,(323) 743-5206,2321.7008912491356,34.0483906060104,-118.340908102691,90019,Los Angeles,617300.0,42043.0,16578.0
417,Los Primos Taco Truck,14,4.5,$,+13235822640,(323) 582-2640,11331.656292544145,33.9600180479308,-118.311396005912,90047,Los Angeles,286800.0,41842.0,10275.0
418,Paradise Italian Water Ice,9,5.0,$,+13109353353,(310) 935-3353,4905.761901632127,34.02907,-118.35376,90016,Los Angeles,358000.0,37242.0,13123.0
419,Mapuche Native Argentinian Food,89,3.5,$,+14243331755,(424) 333-1755,9582.630081693722,34.0140783,-118.4081451,90016,Los Angeles,358000.0,37242.0,13123.0
420,Kike's Tacos,52,4.5,$,+13108902977,(310) 890-2977,14071.13798773793,33.9394353,-118.3612401,90304,Lennox,312000.0,37783.0,18007.0
421,Pho King Ngoc,10,4.5,$,,,13743.900882970853,34.11352,-118.19572,90042,Los Angeles,382100.0,50996.0,13444.0
422,Wild Dogs Grill Dtla,27,4.0,$,+13236749267,(323) 674-9267,5883.873492564292,34.048791,-118.2594084,90017,Los Angeles,417600.0,21030.0,32725.0
423,Charlie's Wieners,77,4.0,$,+18056745717,(805) 674-5717,18363.268734419693,34.17887,-118.46154,91411,Van Nuys,456400.0,44570.0,12059.0
424,Taqueria El Casa Grande,6,5.0,$,+13235555555,(323) 555-5555,8848.486555464826,33.9890350944651,-118.28194449896,90003,Los Angeles,231700.0,29686.0,18660.0
425,Foodism,42,3.0,$$,+18185352597,(818) 535-2597,11197.700154968754,34.1419538,-118.3946689,91604,Studio City,824000.0,88579.0,5636.0
426,Tacos Como En El D.F. Taco Truck,49,4.5,$,+13109484714,(310) 948-4714,2469.8078876495047,34.0399548411369,-118.315274566412,90018,Los Angeles,345800.0,32447.0,17028.0
427,Doty's Tacos,197,4.5,$,+13102207685,(310) 220-7685,17910.43045125408,33.9005754171619,-118.326611867643,90249,Gardena,354200.0,51871.0,8956.0
428,Green Truck,361,3.5,$$,+13102040477,(310) 204-0477,7592.808042761444,34.0245873609151,-118.390724927984,90232,Culver City,722200.0,73103.0,7193.0
429,Marisco's El Coral,9,4.5,$,,,9524.450960349799,33.992059,-118.261022,90011,Los Angeles,269300.0,30171.0,24240.0
430,Mariscos Guadalajara,12,4.5,$,+12133934858,(213) 393-4858,7252.994712186449,34.0160206783136,-118.265059925616,90011,Los Angeles,269300.0,30171.0,24240.0
431,Best Bites Food Truck Events,4,5.0,$$$,+15626086775,(562) 608-6775,30501.869543149784,33.9448277634256,-118.021962608954,90605,Whittier,357100.0,67482.0,7136.0
432,El Ostion Taco Truck,39,4.5,$,+13105036945,(310) 503-6945,5580.8995529348895,34.03864,-118.26136,90015,Los Angeles,429100.0,27393.0,11100.0
433,Dirt Dog,2202,4.5,$,+12137491813,(213) 749-1813,5639.674876856078,34.0282923762355,-118.275208244705,90007,Los Angeles,388900.0,22420.0,16593.0
434,Rasta Rita Margarita and Beverage Truck,5,5.0,$,+18669672782,(866) 967-2782,17719.16928988423,34.138016,-118.152505,91105,Pasadena,846600.0,109922.0,3047.0
435,Los California Tacos,946,4.5,$,+16263767742,(626) 376-7742,17885.16631627958,34.1371189290077,-118.149886,91105,Pasadena,846600.0,109922.0,3047.0
436,Pablito's Tacos,214,4.0,$$,+18189668534,(818) 966-8534,13110.339581701084,34.17242,-118.36996,91601,Los Angeles,464200.0,48638.0,14028.0
437,Los Dogos,41,4.5,$,+15623163673,(562) 316-3673,22078.111479114472,33.8940833,-118.1931351,90221,East Rancho Dominguez,237100.0,42853.0,10072.0
438,The Gastrobus,124,4.0,$,,,7193.980371228938,34.12019,-118.28712,90027,Los Angeles,793200.0,47993.0,5464.0
439,Nitropod,36,4.5,$$,+18446487676,(844) 648-7676,23632.496088134765,34.153865814209,-118.546783447266,91356,Los Angeles,704700.0,70759.0,4016.0
440,La Cocina El Buen Sazón,4,5.0,$,,,13264.10407652598,34.1191396862268,-118.195210173726,90042,Los Angeles,382100.0,50996.0,13444.0
441,Tacos El Venado,80,3.5,$,+13239448320,(323) 944-8320,19181.799758154306,34.1855372390203,-118.466314785182,91411,Los Angeles,456400.0,44570.0,12059.0
442,Maui Wowi Truck,3,4.0,$,,,7079.830618359903,34.09961,-118.35074,90046,Los Angeles,873100.0,52641.0,8405.0
443,Plancha Tacos,749,4.0,$,+13239519911,(323) 951-9911,4612.005207371957,34.072365,-118.369731,90048,Los Angeles,941100.0,72701.0,11350.0
444,Sarita's Kitchen,4,5.0,$,+13102427833,(310) 242-7833,13816.165976271559,33.9428954126606,-118.365704999687,90304,Inglewood,312000.0,37783.0,18007.0
445,Tacos Oaxaca,26,4.5,$,+13236904734,(323) 690-4734,13465.021636486845,34.023757367419,-118.182556536844,90023,Los Angeles,287500.0,33849.0,10866.0
446,Birrieria San Marcos,100,3.5,$,+18187812368,(818) 781-2368,17006.36358104795,34.178721,-118.440173,91401,Van Nuys,506100.0,46420.0,11377.0
447,El Mar Mariscos Estilo Ensenada,10,4.5,$$,+18184687017,(818) 468-7017,14798.016845619139,34.1883293520234,-118.370417258732,91606,Los Angeles,363400.0,42521.0,13491.0
448,Nicole Juicery,41,3.5,$$,+12137062191,(213) 706-2191,4351.498567637793,34.08943,-118.354584,90007,Culver city,388900.0,22420.0,16593.0
449,Chancho's Tacos,75,3.0,$$,+13107546767,(310) 754-6767,16248.445856654485,33.97364,-118.45672,90292,Los Angeles,703200.0,100441.0,10583.0
450,Burrata House,312,4.5,$$,+18442877282,(844) 287-7282,8955.20638089797,34.0298228,-118.4106966,90034,Los Angeles,637100.0,56946.0,18621.0
451,Mariscos El Veneno,9,5.0,$,+13233453205,(323) 345-3205,16612.03131091897,33.93115083,-118.2262955,90059,Los Angeles,221500.0,33962.0,12359.0
452,Mariscos La Isla: Estilo Nayarit,28,4.0,$$,+18183219303,(818) 321-9303,23046.732726341183,34.2354469299316,-118.457725524902,91402,Los Angeles,279100.0,40186.0,18733.0
453,Brother's Super Tacos,18,4.5,$,,,17414.55002174895,34.1939428,-118.4225263,91405,Los Angeles,342100.0,38847.0,15457.0
454,Tacos Arandas,52,4.5,$,,,10803.841526822787,33.97497,-118.26821,90003,Los Angeles,231700.0,29686.0,18660.0
455,Arandino's Tacos El Patron,41,4.0,$,+13234329102,(323) 432-9102,17305.065169785208,34.0653059,-118.133572,91776,Monterey Park,482700.0,47368.0,11300.0
456,Mariscos Coliman,15,4.5,$,+13236977253,(323) 697-7253,13925.394144707554,33.960156101322,-118.232772834599,90001,Florence-Graham,249600.0,35097.0,16306.0
457,Firehouse Chefs Food Truck,7,3.5,$$,+15624989900,(562) 498-9900,12981.77801500446,34.03162,-118.4570694,90064,Los Angeles,904200.0,84579.0,6350.0
458,Mariscos Las Aguilas,2,4.0,$,+12135076250,(213) 507-6250,8724.378966296275,33.9883810409298,-118.287327545874,90044,Los Angeles,269400.0,29870.0,17478.0
459,Uncle Bob's Honey Dipped Fried Chicken,13,3.0,$$,+13235106607,(323) 510-6607,7150.1508192250685,34.066219329834,-118.238716125488,90012,Los Angeles,394500.0,28879.0,9618.0
460,Kogi BBQ Truck,5,4.0,$$,,,40329.9902300688,34.380097,-118.531206,91321,Santa Clarita,340000.0,56079.0,1348.0
461,Dedicated Danny's Bacon Wrapped Hotdogs,72,5.0,$,+13235907369,(323) 590-7369,6933.445494530886,34.0554504394531,-118.24723815918,90012,Los Angeles,394500.0,28879.0,9618.0
462,Birrieria Los Gonzalez,203,4.0,$,+13232168795,(323) 216-8795,6675.535564501883,34.02362,-118.26508,90011,Los Angeles,269300.0,30171.0,24240.0
463,Mariscos Tocho,71,4.5,$,+15624157519,(562) 415-7519,16610.20136342491,33.9346389704683,-118.226422399082,90059,Los Angeles,221500.0,33962.0,12359.0
464,Little Tokyo Taiyaki,120,4.5,$,+19096308002,(909) 630-8002,7844.940966703066,34.0448952536669,-118.238645223894,90013,Los Angeles,312200.0,20271.0,17546.0
465,Nando's Baja Dogs,12,4.0,$,+16574447407,(657) 444-7407,15815.966551899268,34.0283792,-118.154466,90022,Los Angeles,294800.0,38925.0,15334.0
466,Nico’s Burgers,19,5.0,$,+18188147416,(818) 814-7416,28874.767506842032,34.3012692188427,-118.442176524278,91342,Los Angeles,322400.0,59329.0,1665.0
467,Birria Michoacana,12,4.5,$,+13232007396,(323) 200-7396,12879.237553144885,33.9632207204517,-118.247610676043,90001,Los Angeles,249600.0,35097.0,16306.0
468,Noname Shawarma,4,3.5,$,+17477447384,(747) 744-7384,12618.718502873802,34.1720009,-118.2897046,91201,Glendale,615300.0,50107.0,9647.0
469,Mexican Food Truck,1,5.0,$,,,1330.5624139622964,34.0623931884766,-118.306968688965,90010,Los Angeles,514300.0,51359.0,8309.0
470,El Patron tacos,14,4.0,$,+12138044051,(213) 804-4051,2908.59119194505,34.06797,-118.29103,90020,Los Angeles,511800.0,38510.0,34475.0
471,Leo's Tacos,373,4.0,$,+13233462001,(323) 346-2001,12793.618116656893,34.136,-118.21425,90041,Los Angeles,535500.0,63770.0,7595.0
472,Sunshine Juice & Coffee,1,5.0,$,+17143904087,(714) 390-4087,6608.260750673942,34.0538039320847,-118.250265053519,90026,Los Angeles,551500.0,44327.0,16063.0
473,Nina's Food,7,4.5,$,+13239158242,(323) 915-8242,10384.728561036327,34.0402364565532,-118.211647419758,90033,Los Angeles,291100.0,28005.0,14954.0
474,Tacos Kiche,1,5.0,$$,+13238303749,(323) 830-3749,4283.033882762811,34.0539674964985,-118.275806866586,90057,Los Angeles,282600.0,28035.0,50810.0
475,Tacos Mexico,303,4.0,$,+12136272399,(213) 627-2399,6355.731028298113,34.0421380712184,-118.2565104143,90015,Los Angeles,429100.0,27393.0,11100.0
476,Cemitas Poblanas,21,4.0,$,+13232325294,(323) 232-5294,8718.83923236802,33.996417092994,-118.268774346853,90011,Los Angeles,269300.0,30171.0,24240.0
477,Sonoratown,1176,4.5,$,+12136283710,(213) 628-3710,6744.3084707420585,34.041648,-118.252245,90014,Los Angeles,345200.0,16551.0,24737.0
478,Jdas Mexican Food,11,4.5,$,+16266399148,(626) 639-9148,21711.180097133485,34.177975,-118.132198,91001,Altadena,550000.0,85108.0,4368.0
479,Blue Nova,47,4.5,$$,,,7661.278308971975,34.0493585094711,-118.239539165795,90012,Los Angeles,394500.0,28879.0,9618.0
480,Pop Art,7,5.0,$,,,7530.471846744692,34.047822479906,-118.241345734439,78704,Los Angeles,347500.0,50930.0,4838.0
481,Tejuinos Colima,5,5.0,$,+13107296726,(310) 729-6726,15537.641850311276,33.945001461309,-118.22846939137,90002,Los Angeles,216100.0,31258.0,16728.0
482,Las Banquitas,9,4.0,$,+13232276681,(323) 227-6681,11015.447604226956,34.09488483,-118.2086885,90031,Los Angeles,340500.0,34655.0,11383.0
483,Del Solar Fish Tacos,191,4.5,$,+18184557861,(818) 455-7861,24423.112737807412,34.223561,-118.501673,91402,Northridge,279100.0,40186.0,18733.0
484,Mariscos El Patron,3,5.0,$,+13235173668,(323) 517-3668,16571.964617266196,33.920023,-118.265191,90061,Los Angeles,256400.0,33476.0,10094.0
485,El Taurino,2111,3.5,$,+12137389197,(213) 738-9197,3631.9273738950005,34.051414,-118.283775,90006,Los Angeles,392100.0,30961.0,30829.0
486,Mariscos Los Lechugas,74,4.5,$,+13235373234,(323) 537-3234,14455.543633162386,34.08928,-118.16793,90032,Los Angeles,325100.0,46508.0,9604.0
487,Tacos La Korita,42,4.5,$,+13233354162,(323) 335-4162,13516.504129680497,33.9961999182784,-118.197736219002,90058,Vernon,191100.0,16750.0,555.0
488,Fruit Stand,1,4.0,$,,,2083.677053458096,34.0616915281338,-118.344,90036,Los Angeles,945000.0,71589.0,14922.0
489,Torta Movil,41,5.0,$,+13235733968,(323) 573-3968,31078.472182338508,33.806216,-118.184475,90011,Los Angeles,269300.0,30171.0,24240.0
490,Cemitas Y Antojitos Poblanos Cinco de Mayo,12,3.5,$$,+13234538797,(323) 453-8797,15791.961371507352,34.0195902810717,-118.157656565309,90022,Los Angeles,294800.0,38925.0,15334.0
491,V's Grill,70,4.5,$,+18185184059,(818) 518-4059,22004.71764519866,34.2105,-118.478847,91406,Van Nuys,361600.0,49231.0,6340.0
492,Tropical Deli,13,4.5,$,+13233016600,(323) 301-6600,7285.963232660577,34.0477325767279,-118.244006931782,90013,Los Angeles,312200.0,20271.0,17546.0
493,El Torito Oaxaqueño,15,4.0,$,+13232828577,(323) 282-8577,12622.292790958876,34.0434203752073,-118.456622958183,90025,Los Angeles,669100.0,73478.0,16402.0
494,Paninissimo,14,3.5,$,+12064709972,(206) 470-9972,6078.052482935323,34.0485661742043,-118.38545691222,90035,Los Angeles,842500.0,75863.0,13808.0
495,Tacos El Korita,47,4.5,$,,,13544.82287089625,34.018881,-118.183711,90015,Los Angeles,429100.0,27393.0,11100.0
496,East Los Angeles Tacos,12,4.0,$,+18553528226,(855) 352-8226,5304.389778120024,34.046246,-118.26696,90015,Los Angeles,429100.0,27393.0,11100.0
497,Smosh Town,120,4.5,$,,,20918.52228936561,34.1502683,-118.1212451,91106,Pasadena,559000.0,66250.0,8210.0
498,Southbay Dindinagogo,2,5.0,$$,+13109208558,(310) 920-8558,22383.508263911826,33.86173,-118.28883,90745,Gardena,330900.0,71854.0,6897.0
499,Carnitas el Veneno,3,3.5,$,+13237934970,(323) 793-4970,6836.366874671622,34.0384903,-118.2526093,90015,Los Angeles,429100.0,27393.0,11100.0
500,Birria De Chivo Truck,2,5.0,$,,,19276.6564454854,33.9088341562158,-118.222522832542,90220,Compton,227500.0,43592.0,7138.0
501,Breezy Freeze Snowball Co.,67,5.0,$,+13239634127,(323) 963-4127,10345.46948501839,34.14006,-118.38014,91602,Studio City,600000.0,66652.0,8535.0
502,The Great White Hut,1032,4.0,$,+18182435619,(818) 243-5619,11517.927710497257,34.150048,-118.256291,91203,Glendale,373300.0,43078.0,16151.0
503,Big Bali Truck,12,3.0,$$,+16269055229,(626) 905-5229,4822.952827334233,34.0369708,-118.2782814,90250,Los Angeles,397500.0,45995.0,13920.0
504,Vera's Tacos,96,4.5,$,+15624909552,(562) 490-9552,28333.098009659665,33.8236671735472,-118.21143709877,90810,Long Beach,302700.0,49269.0,5486.0
505,Kings Road Coffee Mobile Truck,17,4.5,$$$,+18184309697,(818) 430-9697,2876.005858016202,34.0664817,-118.3520389,90036,Los Angeles,945000.0,71589.0,14922.0
506,Benten Bowl,9,4.0,$$,,,7599.954942427778,34.0236878,-118.3900204,90232,Culver City,722200.0,73103.0,7193.0
507,Churros Don Abel,50,5.0,$,+13237229366,(323) 722-9366,25097.352763593888,33.9763526916504,-118.072242736816,90606,Whittier,328200.0,61800.0,8564.0
508,Knowrealitypie,99,4.5,$,+12136102244,(213) 610-2244,14085.67534181718,34.1397307,-118.2009742,90041,Los Angeles,535500.0,63770.0,7595.0
509,Cheo's Tacos,89,4.0,$,+13239738243,(323) 973-8243,14298.25433606847,34.077986285476,-118.167415682464,90032,El Sereno,325100.0,46508.0,9604.0
510,Tacos Gavia,20,4.5,$,+13234074403,(323) 407-4403,12204.074666751278,34.0405349463272,-118.191373944283,90063,Los Angeles,273400.0,38441.0,17038.0
511,Let's Be Frank,8,4.5,$,+18882337265,(888) 233-7265,15690.122865647489,33.9913565665483,-118.468957766891,90291,Venice,992700.0,79736.0,11359.0
512,Carnitas Michoacan,1281,4.0,$,+13232252729,(323) 225-2729,9300.930775456072,34.07251,-118.2213,90031,Los Angeles,340500.0,34655.0,11383.0
513,Vicious Dogs,1111,4.5,$,+18189853647,(818) 985-3647,12601.640465363134,34.16578,-118.37554,91601,North Hollywood,464200.0,48638.0,14028.0
514,El Tepeyac Cafe,2220,4.0,$$,+13232681960,(323) 268-1960,11508.609171012964,34.047744,-118.19758,90033,Los Angeles,291100.0,28005.0,14954.0
515,GUAC Taco Cart Company,28,5.0,$$,+18773547464,(877) 354-7464,20779.044472569756,33.8849556,-118.3962149,90266,Manhattan Beach,1000001.0,139259.0,8926.0
516,Brothers Cousins Tacos,106,5.0,$,,,10900.512546737018,34.0266888040758,-118.431936958053,90064,Los Angeles,904200.0,84579.0,6350.0
517,Fruit Cart Guy,2,2.5,$,,,4389.400017478429,34.0634299,-118.36926,90048,Los Angeles,941100.0,72701.0,11350.0
518,Tacos y Cemitas El Monchis,13,3.5,$,+13237677494,(323) 767-7494,10058.747780275356,34.0494720481586,-118.21317801835,90033,Los Angeles,291100.0,28005.0,14954.0
519,Habibi Yalla,10,3.5,$,+18184623547,(818) 462-3547,16744.43932034868,34.1536786790855,-118.465582267058,91403,Los Angeles,740200.0,69956.0,6467.0
520,Chiquis Tacos,53,3.5,$,+13239078108,(323) 907-8108,2518.509748837909,34.0391120910645,-118.318031311035,90018,Los Angeles,345800.0,32447.0,17028.0
521,Tocky's Pita,12,5.0,$$,,,17208.256220982974,34.015429,-118.4996357,90401,Santa Monica,676800.0,62794.0,7917.0
522,Azteca Truck,31,4.0,$$,+18184191725,(818) 419-1725,22098.25580672557,34.217446,-118.470359,91406,Los Angeles,361600.0,49231.0,6340.0
523,Taco Los 3 Potrillos,22,4.5,$,,,11433.920100723508,34.0505,-118.19802,90033,Los Angeles,291100.0,28005.0,14954.0
524,Birrieria Gomez,69,4.0,$,+14242196292,(424) 219-6292,14344.66021658595,33.9389785456344,-118.369761630893,90304,Lennox,312000.0,37783.0,18007.0
525,Ideal Foods,6,3.5,$,,,17149.03482237062,33.9188509,-118.391821,90245,El Segundo,736500.0,84341.0,3049.0
526,The Rib Eye Guy,6,5.0,$,+15627737267,(562) 773-7267,21993.17220651666,33.9436970536625,-118.12980953604,90241,Downey,439600.0,56479.0,8607.0
527,Tacos El Grillo,36,5.0,$,+13234569979,(323) 456-9979,15779.74429680633,34.0271591763953,-118.155232854187,90022,East Los Angeles,294800.0,38925.0,15334.0
528,Tacos El Poblanito,12,4.0,$,+13107665500,(310) 766-5500,17858.904579355833,33.8977546691895,-118.322166442871,90249,Gardena,354200.0,51871.0,8956.0
529,Phantom Food Truck,51,3.5,$$,+16262306589,(626) 230-6589,12914.595802913525,34.03134,-118.45671,90064,Los Angeles,904200.0,84579.0,6350.0
530,Mariscos La Corita,117,4.5,$$,+13232351152,(323) 235-1152,8402.622167161398,34.00225,-118.26484,90011,Los Angeles,269300.0,30171.0,24240.0
