name,review_count,rating,price,phone,display_phone,distance,lat,lng,zipcode,city
Plancha Tacos,749,4.0,$,+13239519911,(323) 951-9911,4612.005207371957,34.072365,-118.369731,90048,Los Angeles
Sarita's Kitchen,4,5.0,$,+13102427833,(310) 242-7833,13816.165976271559,33.9428954126606,-118.365704999687,90304,Inglewood
Tacos Oaxaca,26,4.5,$,+13236904734,(323) 690-4734,13465.021636486845,34.023757367419,-118.182556536844,90023,Los Angeles
Birrieria San Marcos,100,3.5,$,+18187812368,(818) 781-2368,17006.36358104795,34.178721,-118.440173,91401,Van Nuys
El Mar Mariscos Estilo Ensenada,10,4.5,$$,+18184687017,(818) 468-7017,14798.016845619139,34.1883293520234,-118.370417258732,91606,Los Angeles
Nicole Juicery,41,3.5,$$,+12137062191,(213) 706-2191,4351.498567637793,34.08943,-118.354584,90007,Culver city
Chancho's Tacos,75,3.0,$$,+13107546767,(310) 754-6767,16248.445856654485,33.97364,-118.45672,90292,Los Angeles
Burrata House,312,4.5,$$,+18442877282,(844) 287-7282,8955.20638089797,34.0298228,-118.4106966,90034,Los Angeles
Mariscos El Veneno,9,5.0,$,+13233453205,(323) 345-3205,16612.03131091897,33.93115083,-118.2262955,90059,Los Angeles
Mariscos La Isla: Estilo Nayarit,28,4.0,$$,+18183219303,(818) 321-9303,23046.732726341183,34.2354469299316,-118.457725524902,91402,Los Angeles
Brother's Super Tacos,18,4.5,$,,,17414.55002174895,34.1939428,-118.4225263,91405,Los Angeles
Tacos Arandas,52,4.5,$,,,10803.841526822787,33.97497,-118.26821,90003,Los Angeles
Arandino's Tacos El Patron,41,4.0,$,+13234329102,(323) 432-9102,17305.065169785208,34.0653059,-118.133572,91776,Monterey Park
Mariscos Coliman,15,4.5,$,+13236977253,(323) 697-7253,13925.394144707554,33.960156101322,-118.232772834599,90001,Florence-Graham
Firehouse Chefs Food Truck,7,3.5,$$,+15624989900,(562) 498-9900,12981.77801500446,34.03162,-118.4570694,90064,Los Angeles
Mariscos Las Aguilas,2,4.0,$,+12135076250,(213) 507-6250,8724.378966296275,33.9883810409298,-118.287327545874,90044,Los Angeles
Uncle Bob's Honey Dipped Fried Chicken,13,3.0,$$,+13235106607,(323) 510-6607,7150.1508192250685,34.066219329834,-118.238716125488,90012,Los Angeles
Kogi BBQ Truck,5,4.0,$$,,,40329.9902300688,34.380097,-118.531206,91321,Santa Clarita
Dedicated Danny's Bacon Wrapped Hotdogs,72,5.0,$,+13235907369,(323) 590-7369,6933.445494530886,34.0554504394531,-118.24723815918,90012,Los Angeles
Birrieria Los Gonzalez,203,4.0,$,+13232168795,(323) 216-8795,6675.535564501883,34.02362,-118.26508,90011,Los Angeles
Mariscos Tocho,71,4.5,$,+15624157519,(562) 415-7519,16610.20136342491,33.9346389704683,-118.226422399082,90059,Los Angeles
Little Tokyo Taiyaki,120,4.5,$,+19096308002,(909) 630-8002,7844.940966703066,34.0448952536669,-118.238645223894,90013,Los Angeles
Nando's Baja Dogs,12,4.0,$,+16574447407,(657) 444-7407,15815.966551899268,34.0283792,-118.154466,90022,Los Angeles
Nico’s Burgers,19,5.0,$,+18188147416,(818) 814-7416,28874.767506842032,34.3012692188427,-118.442176524278,91342,Los Angeles
Birria Michoacana,12,4.5,$,+13232007396,(323) 200-7396,12879.237553144885,33.9632207204517,-118.247610676043,90001,Los Angeles
Noname Shawarma,4,3.5,$,+17477447384,(747) 744-7384,12618.718502873802,34.1720009,-118.2897046,91201,Glendale
Mexican Food Truck,1,5.0,$,,,1330.5624139622964,34.0623931884766,-118.306968688965,90010,Los Angeles
El Patron tacos,14,4.0,$,+12138044051,(213) 804-4051,2908.59119194505,34.06797,-118.29103,90020,Los Angeles
Leo's Tacos,373,4.0,$,+13233462001,(323) 346-2001,12793.618116656893,34.136,-118.21425,90041,Los Angeles
Sunshine Juice & Coffee,1,5.0,$,+17143904087,(714) 390-4087,6608.260750673942,34.0538039320847,-118.250265053519,90026,Los Angeles
Nina's Food,7,4.5,$,+13239158242,(323) 915-8242,10384.728561036327,34.0402364565532,-118.211647419758,90033,Los Angeles
Tacos Kiche,1,5.0,$$,+13238303749,(323) 830-3749,4283.033882762811,34.0539674964985,-118.275806866586,90057,Los Angeles
Tacos Mexico,303,4.0,$,+12136272399,(213) 627-2399,6355.731028298113,34.0421380712184,-118.2565104143,90015,Los Angeles
Cemitas Poblanas,21,4.0,$,+13232325294,(323) 232-5294,8718.83923236802,33.996417092994,-118.268774346853,90011,Los Angeles
Sonoratown,1176,4.5,$,+12136283710,(213) 628-3710,6744.3084707420585,34.041648,-118.252245,90014,Los Angeles
Jdas Mexican Food,11,4.5,$,+16266399148,(626) 639-9148,21711.180097133485,34.177975,-118.132198,91001,Altadena
Blue Nova,47,4.5,$$,,,7661.278308971975,34.0493585094711,-118.239539165795,90012,Los Angeles
Pop Art,7,5.0,$,,,7530.471846744692,34.047822479906,-118.241345734439,78704,Los Angeles
Tejuinos Colima,5,5.0,$,+13107296726,(310) 729-6726,15537.641850311276,33.945001461309,-118.22846939137,90002,Los Angeles
Las Banquitas,9,4.0,$,+13232276681,(323) 227-6681,11015.447604226956,34.09488483,-118.2086885,90031,Los Angeles
Del Solar Fish Tacos,191,4.5,$,+18184557861,(818) 455-7861,24423.112737807412,34.223561,-118.501673,91402,Northridge
Mariscos El Patron,3,5.0,$,+13235173668,(323) 517-3668,16571.964617266196,33.920023,-118.265191,90061,Los Angeles
El Taurino,2111,3.5,$,+12137389197,(213) 738-9197,3631.9273738950005,34.051414,-118.283775,90006,Los Angeles
Mariscos Los Lechugas,74,4.5,$,+13235373234,(323) 537-3234,14455.543633162386,34.08928,-118.16793,90032,Los Angeles
Tacos La Korita,42,4.5,$,+13233354162,(323) 335-4162,13516.504129680497,33.9961999182784,-118.197736219002,90058,Vernon
Fruit Stand,1,4.0,$,,,2083.677053458096,34.0616915281338,-118.344,90036,Los Angeles
Torta Movil,41,5.0,$,+13235733968,(323) 573-3968,31078.472182338508,33.806216,-118.184475,90011,Los Angeles
Cemitas Y Antojitos Poblanos Cinco de Mayo,12,3.5,$$,+13234538797,(323) 453-8797,15791.961371507352,34.0195902810717,-118.157656565309,90022,Los Angeles
V's Grill,70,4.5,$,+18185184059,(818) 518-4059,22004.71764519866,34.2105,-118.478847,91406,Van Nuys
Tropical Deli,13,4.5,$,+13233016600,(323) 301-6600,7285.963232660577,34.0477325767279,-118.244006931782,90013,Los Angeles
El Torito Oaxaqueño,15,4.0,$,+13232828577,(323) 282-8577,12622.292790958876,34.0434203752073,-118.456622958183,90025,Los Angeles
Paninissimo,14,3.5,$,+12064709972,(206) 470-9972,6078.052482935323,34.0485661742043,-118.38545691222,90035,Los Angeles
Tacos El Korita,47,4.5,$,,,13544.82287089625,34.018881,-118.183711,90015,Los Angeles
East Los Angeles Tacos,12,4.0,$,+18553528226,(855) 352-8226,5304.389778120024,34.046246,-118.26696,90015,Los Angeles
Smosh Town,120,4.5,$,,,20918.52228936561,34.1502683,-118.1212451,91106,Pasadena
Southbay Dindinagogo,2,5.0,$$,+13109208558,(310) 920-8558,22383.508263911826,33.86173,-118.28883,90745,Gardena
Carnitas el Veneno,3,3.5,$,+13237934970,(323) 793-4970,6836.366874671622,34.0384903,-118.2526093,90015,Los Angeles
Birria De Chivo Truck,2,5.0,$,,,19276.6564454854,33.9088341562158,-118.222522832542,90220,Compton
Breezy Freeze Snowball Co.,67,5.0,$,+13239634127,(323) 963-4127,10345.46948501839,34.14006,-118.38014,91602,Studio City
The Great White Hut,1032,4.0,$,+18182435619,(818) 243-5619,11517.927710497257,34.150048,-118.256291,91203,Glendale
Big Bali Truck,12,3.0,$$,+16269055229,(626) 905-5229,4822.952827334233,34.0369708,-118.2782814,90250,Los Angeles
Vera's Tacos,96,4.5,$,+15624909552,(562) 490-9552,28333.098009659665,33.8236671735472,-118.21143709877,90810,Long Beach
Kings Road Coffee Mobile Truck,17,4.5,$$$,+18184309697,(818) 430-9697,2876.005858016202,34.0664817,-118.3520389,90036,Los Angeles
Benten Bowl,9,4.0,$$,,,7599.954942427778,34.0236878,-118.3900204,90232,Culver City
Churros Don Abel,50,5.0,$,+13237229366,(323) 722-9366,25097.352763593888,33.9763526916504,-118.072242736816,90606,Whittier
Knowrealitypie,99,4.5,$,+12136102244,(213) 610-2244,14085.67534181718,34.1397307,-118.2009742,90041,Los Angeles
Cheo's Tacos,89,4.0,$,+13239738243,(323) 973-8243,14298.25433606847,34.077986285476,-118.167415682464,90032,El Sereno
Tacos Gavia,20,4.5,$,+13234074403,(323) 407-4403,12204.074666751278,34.0405349463272,-118.191373944283,90063,Los Angeles
Let's Be Frank,8,4.5,$,+18882337265,(888) 233-7265,15690.122865647489,33.9913565665483,-118.468957766891,90291,Venice
Carnitas Michoacan,1281,4.0,$,+13232252729,(323) 225-2729,9300.930775456072,34.07251,-118.2213,90031,Los Angeles
Vicious Dogs,1111,4.5,$,+18189853647,(818) 985-3647,12601.640465363134,34.16578,-118.37554,91601,North Hollywood
El Tepeyac Cafe,2220,4.0,$$,+13232681960,(323) 268-1960,11508.609171012964,34.047744,-118.19758,90033,Los Angeles
GUAC Taco Cart Company,28,5.0,$$,+18773547464,(877) 354-7464,20779.044472569756,33.8849556,-118.3962149,90266,Manhattan Beach
Brothers Cousins Tacos,106,5.0,$,,,10900.512546737018,34.0266888040758,-118.431936958053,90064,Los Angeles
Fruit Cart Guy,2,2.5,$,,,4389.400017478429,34.0634299,-118.36926,90048,Los Angeles
Tacos y Cemitas El Monchis,13,3.5,$,+13237677494,(323) 767-7494,10058.747780275356,34.0494720481586,-118.21317801835,90033,Los Angeles
Habibi Yalla,10,3.5,$,+18184623547,(818) 462-3547,16744.43932034868,34.1536786790855,-118.465582267058,91403,Los Angeles
Chiquis Tacos,53,3.5,$,+13239078108,(323) 907-8108,2518.509748837909,34.0391120910645,-118.318031311035,90018,Los Angeles
Tocky's Pita,12,5.0,$$,,,17208.256220982974,34.015429,-118.4996357,90401,Santa Monica
Azteca Truck,31,4.0,$$,+18184191725,(818) 419-1725,22098.25580672557,34.217446,-118.470359,91406,Los Angeles
Taco Los 3 Potrillos,22,4.5,$,,,11433.920100723508,34.0505,-118.19802,90033,Los Angeles
Birrieria Gomez,69,4.0,$,+14242196292,(424) 219-6292,14344.66021658595,33.9389785456344,-118.369761630893,90304,Lennox
Ideal Foods,6,3.5,$,,,17149.03482237062,33.9188509,-118.391821,90245,El Segundo
The Rib Eye Guy,6,5.0,$,+15627737267,(562) 773-7267,21993.17220651666,33.9436970536625,-118.12980953604,90241,Downey
Tacos El Grillo,36,5.0,$,+13234569979,(323) 456-9979,15779.74429680633,34.0271591763953,-118.155232854187,90022,East Los Angeles
Tacos El Poblanito,12,4.0,$,+13107665500,(310) 766-5500,17858.904579355833,33.8977546691895,-118.322166442871,90249,Gardena
Phantom Food Truck,51,3.5,$$,+16262306589,(626) 230-6589,12914.595802913525,34.03134,-118.45671,90064,Los Angeles
Mariscos La Corita,117,4.5,$$,+13232351152,(323) 235-1152,8402.622167161398,34.00225,-118.26484,90011,Los Angeles
El  Mar Azul,95,3.5,$,+13233277744,(323) 327-7744,11685.771780296485,34.09966,-118.20347,90042,Highland Park
Galvan Food Catering Truck,10,4.5,$,+13103084453,(310) 308-4453,19701.739853489868,34.0391159057617,-118.533500671387,90272,Pacific Palisades
Tacos Y Cemitas El Monchis,15,4.0,$,+13236031856,(323) 603-1856,15828.811960770643,34.02207,-118.15641,90022,East Los Angeles
Sonic's BBQ,7,4.0,$,+15626164532,(562) 616-4532,32990.96540095516,33.7962799072266,-118.191459655762,90806,Long Beach
Sweet E's Bake Shop Dessert Truck,53,3.5,$,+13234228885,(323) 422-8885,4512.603210487351,34.0726398542254,-118.368520035599,90048,Los Angeles
Adelita's,1,4.0,$,,,2709.1762568944437,34.0576217,-118.292364,90005,Los Angeles
Tacos Arandinos,14,4.5,$,+13235524604,(323) 552-4604,15060.842035512629,34.0286837,-118.163249,90022,Los Angeles
Tacos Alvarado,48,4.5,$,+18185641084,(818) 564-1084,28885.657342761922,34.20052,-118.58649,91306,Los Angeles
Me So Hungry Food Truck,5,3.0,$$,+13103630946,(310) 363-0946,12914.595802913525,34.03134,-118.45671,90064,Los Angeles
Tacos Los Carnalillos Taco Truck,145,4.0,$,+13232283605,(323) 228-3605,7374.787215404321,34.0039082,-118.2818791,90037,Los Angeles
El Chilanguito,18,3.5,$,+18186195320,(818) 619-5320,29909.158753380612,34.26401,-118.53473,91326,Los Angeles
Taco City,16,4.0,$,+13237742007,(323) 774-2007,1604.6161230137811,34.0472770139406,-118.323604847886,90019,Los Angeles
Aloha Fridays,73,3.5,$,+18189615918,(818) 961-5918,22108.819267810934,34.21745,-118.47036,91406,Van Nuys
Tacos Santa Rita,11,4.5,$,+13235822640,(323) 582-2640,12297.005702834784,34.0507650025231,-118.188537880187,90063,Los Angeles
Taqueria La Guadalupana,69,4.5,$,+13235940509,(323) 594-0509,9047.54741606432,34.10272,-118.2366,90065,Los Angeles
Tacos El Pastor,2,3.0,$,+12138582481,(213) 858-2481,16209.118941055562,33.9872,-118.47258,90291,Los Angeles
Tropical Food Truck,3,3.5,$,+14086071987,(408) 607-1987,2244.1898185687837,34.04749,-118.34694,90019,Los Angeles
Crepes gone Wild,31,4.0,$,+13234435857,(323) 443-5857,17315.57393141393,34.0170635508444,-118.141303549015,90022,East Los Angeles
Rafa's lunch truck,28,4.5,$,+13107367830,(310) 736-7830,18148.44938590184,33.90155,-118.28217,90248,Gardena
Manny's Tacos,104,3.5,$,+15626610459,(562) 661-0459,25111.710702278877,33.87437,-118.16903,90805,Long Beach
Tacos Los Primos,101,4.0,$,,,28366.779910437916,33.9523468736131,-118.041609215571,90605,Whittier
Dream Donut Truck,27,5.0,$$$,+18189256338,(818) 925-6338,13291.558990398522,34.18087,-118.33078,91506,Burbank
Mamakingstonkitchen,11,2.0,$$,,,4973.809077376652,34.0981801678305,-118.352443948388,90046,Los Angeles
Los Tacos,439,3.5,$$,+13238489141,(323) 848-9141,5005.074716813676,34.0906851,-118.3631966,90046,W Hollywood
Roadhouse Rotisserie,14,3.5,$,+13104353721,(310) 435-3721,6512.7827053422725,34.040589,-118.255389,90079,Los Angeles
Dulce Canella,63,4.0,$,+15626416765,(562) 641-6765,22066.013783609003,33.8939935697781,-118.193237408996,90221,East Compton
Frank's Tacos Bar,7,5.0,$,+15622057211,(562) 205-7211,21989.945758799357,33.9426172746334,-118.130828338586,90241,Downey
Al Sazón Food Truck,7,3.5,$$,+18184823778,(818) 482-3778,26906.94735225488,34.2914715980784,-118.412707820535,91042,Los Angeles
Berry Fields,3,2.5,$$,+13104256490,(310) 425-6490,12955.658584494116,34.0487166,-118.4615024,90025,Los Angeles
Tacos Reyes,30,4.5,$,,,25495.2296988558,34.1979,-118.53562,91335,Los Angeles
Cemitas La China Poblana,204,3.5,$,+13232638310,(323) 263-8310,12186.06046585435,34.0254872668937,-118.196503417203,90023,Los Angeles
The Empanada Factory,312,4.0,$,+13108365944,(310) 836-5944,6690.64072945432,34.038745880127,-118.388565063477,90034,Los Angeles
Tortas Gigantes Estilo D.f,6,4.0,$$,,,11011.652070531845,33.9890981504117,-118.239974633884,90058,Los Angeles
Bistroalacarte,5,4.0,$$,+13237884856,(323) 788-4856,3170.6091520674486,34.04471,-118.34896,90019,Los Angeles
Tacos Super Gallito,16,3.0,$,+13234062556,(323) 406-2556,5906.69795989951,34.035831,-118.377503,90034,Los Angeles
HotBox Burgers,14,4.0,$,+13235457638,(323) 545-7638,5872.727247845314,34.011074,-118.302835,90062,Los Angeles
Fluff Ice Truck,28,4.5,$,+16264000594,(626) 400-0594,22642.35594466896,34.05942,-118.07558,91770,Rosemead
El Gran Burrito,337,3.5,$,+13236658720,(323) 665-8720,4179.240328021626,34.0906490990344,-118.292603174224,90029,Los Angeles
Tuesday Food Truck Night,7,3.5,$$,,,24578.29514363898,33.9700262,-118.0786665,90606,Whittier
